experiment_uid,material,model_uid,seed,fold,avg_rel_err,95-perc_rel_err,99-perc_rel_err,max_rel_err,start_date,end_date
cdb55,A,a09b4931,3,3,0.057015768098029246,0.2826317504544969,0.34323258632792736,1259544.81876685,2023-12-04 22:25:30,2023-12-08 05:51:15
cdb55,A,9aa8e433,3,4,0.057015768098029246,0.2826317504544969,0.34323258632792736,1259544.81876685,2023-12-04 22:25:30,2023-12-08 05:51:15
cdb55,A,51029244,3,5,0.057015768098029246,0.2826317504544969,0.34323258632792736,1259544.81876685,2023-12-04 22:25:30,2023-12-08 05:51:15
cdb55,A,c127700b,4,0,0.05872451108515377,0.29437062021751803,0.35584579746048073,1529738.1920683002,2023-12-05 00:48:59,2023-12-08 05:51:15
cdb55,A,521a6831,4,1,0.05872451108515377,0.29437062021751803,0.35584579746048073,1529738.1920683002,2023-12-05 00:48:59,2023-12-08 05:51:15
cdb55,A,e4117301,4,2,0.05872451108515377,0.29437062021751803,0.35584579746048073,1529738.1920683002,2023-12-05 00:48:59,2023-12-08 05:51:15
cdb55,A,04389045,4,3,0.05872451108515377,0.29437062021751803,0.35584579746048073,1529738.1920683002,2023-12-05 00:48:59,2023-12-08 05:51:15
cdb55,A,6ca85a8c,4,4,0.05872451108515377,0.29437062021751803,0.35584579746048073,1529738.1920683002,2023-12-05 00:48:59,2023-12-08 05:51:15
cdb55,A,1eb033b0,4,5,0.05872451108515377,0.29437062021751803,0.35584579746048073,1529738.1920683002,2023-12-05 00:48:59,2023-12-08 05:51:15
cdb55,B,2ca9bc25,0,0,0.010873843517602618,0.025613791936977708,0.040304664373268385,134340.84666645993,2023-12-05 03:12:47,2023-12-08 05:51:15
cdb55,B,bd06c383,0,1,0.010873843517602618,0.025613791936977708,0.040304664373268385,134340.84666645993,2023-12-05 03:12:47,2023-12-08 05:51:15
cdb55,B,db08c189,0,2,0.010873843517602618,0.025613791936977708,0.040304664373268385,134340.84666645993,2023-12-05 03:12:47,2023-12-08 05:51:15
